Sr. No.,Tender Id,T247 Id,Tender Number,Meril Ref No,New Govt Code,Distributor Master,Zonal Head Name,Front Line Sales,HO Name,Site Location,Tender Due Date,Pre Bid Meeting Date,Quantity,Uom,Sap Material Code,Model,Lob,Segment,Sales Cat,status,Remarks,Estimated Cost,Final Remarks,Bidder Company,Bidder Model,Bidder Price,Bidder Rank
1078,10980,94465117,GEM/2025/B/6871778,,,,,,,"Dharwad, Karnataka, India",26-11-2025,,33144,,,,,,,N/A,,0,,,,,
1079,10981,94465118,GEM/2025/B/6871920,,,,,,,"Dharwad, Karnataka, India",26-11-2025,,644700,,,,,,,N/A,,0,,,,,
1080,10983,94465135,GEM/2025/B/6870419,,,,,,,"Sheopur, Madhya Pradesh, India",26-11-2025,ref to doc,38910,,,,,,,N/A,,0,,,,,
1081,10985,94465222,GEM/2025/B/6850418,,,,,,,"New Delhi, Delhi, India",02-12-2025,,116,,,,,,,N/A,,0,,,,,
1082,10987,94465323,GEM/2025/B/6875006,,,,,,,"Gadag, Karnataka, India",26-11-2025,,7126,,,,,,,N/A,,0,,,,,
1083,10992,94465528,GEM/2025/B/6861139,,,,,,,"Udhampur, Jammu And Kashmir, India",27-11-2025,07-11-2025,584,,,,,,,N/A,,0,,,,,
1084,10993,94465533,GEM/2025/B/6872305,,,,,,,"Dharwad, Karnataka, India",26-11-2025,,8225,,,,,,,N/A,,0,,,,,
1085,11006,94469516,GEM/2025/B/6853114,,,,,,,"Hyderabad, Telangana, India",26-11-2025,,20000,,,,,,,N/A,,0,,,,,
1086,11007,94469650,GEM/2025/B/6876230,,,,,,,"Leh Ladakh, Jammu And Kashmir, India",02-12-2025,ref to doc,2593,,,,,,,N/A,,0,,,,,
1087,11009,94469784,GEM/2025/B/6878188,,,,,,,"New Delhi, Delhi, India",03-12-2025,ref to doc,6684,,,,,,,N/A,,0,,,,,
1088,11014,94470000,GEM/2025/B/6878808,,,,,,,"Nagpur, Maharashtra, India",02-12-2025,ref to doc,6,,,,,,,N/A,,0,,,,,
1089,11016,94470104,GEM/2025/B/6797211,,,,,,,"Patna, Bihar, India",02-12-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
1090,11017,94470127,GEM/2025/B/6849386,,,,,,,"Bilaspur, Himachal Pradesh, India",09-12-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
1091,11020,94473451,2025_OSD_66990_1,,,,,,,"West Tripura, Tripura, India",02-12-2025,17-11-2025,,,,,,,,N/A,,0,,,,,
1092,11024,94473927,2025_ITDMK_885107_1,,,,,,,"Kurnool, Andhra Pradesh, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1093,11029,94474758,2025_NTPC_101865_1,,,,,,,"Sonebhadra, Uttar Pradesh, India",28-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1094,11032,94476735,,,,,,,,"Kolkata, West Bengal, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1095,11034,94477259,SA202500111701,,,,,,,"Ahmedabad, Gujarat, India",01-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1096,11037,94478778,,,,,,,,"Bhubaneswar, Orissa, India",29-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1097,11042,94487510,29253006B,,,,,,,"Chandrapur, Maharashtra, India",11-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1098,11046,94487601,52255748,,,,,,,"Ajmer, Rajasthan, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1099,11048,94487629,52255726,,,,,,,"Ajmer, Rajasthan, India",28-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1100,11049,94487760,12255812,,,,,,,"Kanchrapara, West Bengal, India",11-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1101,11050,94487768,29251394,,,,,,,"Ratlam, Madhya Pradesh, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1102,11052,94487948,52255727,,,,,,,"Ajmer, Rajasthan, India",28-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1103,11077,94488624,53255540,,,,,,,"Secunderabad, Andhra Pradesh, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1104,11082,94488739,82255339A,,,,,,,"Allahabad, Uttar Pradesh, India",12-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1105,11085,94488763,53255538,,,,,,,"Secunderabad, Andhra Pradesh, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1106,11086,94488768,53255536,,,,,,,"Secunderabad, Andhra Pradesh, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1107,11090,94493620,82255070A,,,,,,,"New Delhi, Delhi, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1108,11094,94493960,60255144B,,,,,,,"Bangalore, Karnataka, India",09-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1109,11096,94494154,GEM/2025/B/6808652,,,,,,,"Jalandhar, Punjab, India",01-12-2025,,1,,,,,,,N/A,,0,,,,,
1110,11097,94494191,GEM/2025/B/6879112,,,,,,,"Ranikhet, Uttarakhand, India",02-12-2025,,625,,,,,,,N/A,,0,,,,,
1111,11099,94494228,GEM/2025/B/6879759,,,,,,,"Bilaspur , Chhattisgarh, India",11-12-2025,ref to doc,370,,,,,,,N/A,,0,,,,,
1112,11100,94494535,GEM/2025/B/6868467,,,,,,,"Bhavnagar, Gujarat, India",26-11-2025,ref to doc,3,,,,,,,N/A,,0,,,,,
1113,11101,94494541,GEM/2025/B/6868300,,,,,,,"Bhavnagar, Gujarat, India",27-11-2025,ref to doc,2500,,,,,,,N/A,,0,,,,,
1114,11102,94494546,GEM/2025/B/6866947,,,,,,,"Bhavnagar, Gujarat, India",26-11-2025,ref to doc,25000,,,,,,,N/A,,0,,,,,
1115,11105,94494605,GEM/2025/B/6877147,,,,,,,"Madikeri, Karnataka, India",27-11-2025,ref to doc,20,,,,,,,N/A,,0,,,,,
1116,11110,94498123,,,,,,,,"Ahmedabad, Gujarat, India",01-12-2025,,,,,,,,,N/A,,0,,,,,
1117,11121,94479228,MDFVPL/RANCHI/PUR19/08112025,,,,,,,"Ranchi, Jharkhand, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1118,11122,94479374,OSMCL/2025-26/DRUGS-DHS-ACD-RE-TENDER/07 Date: 12 / 11 /2025,,,,,,,"Bhubneshwar, Orissa, India",08-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1119,11126,94488188,HB257001,,,,,,,"Kanchrapara, West Bengal, India",01-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1120,11127,94491620,DME/2025-26/IND1831,,,,,,,"Bangalore, Karnataka, India",10-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1121,11128,94493441,,,,,,,,"Palampur, Himachal Pradesh, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1122,11130,94494242,GEM/2025/B/6853641,,,,,,,"New Delhi, Delhi, India",02-12-2025,,1075,,,,,,,N/A,,0,,,,,
1123,11135,94503861,2025_DFHW_120027_1,,,,,,,"Shimla, Himachal Pradesh, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1124,11137,94505524,2025_NITW_885193_1,,,,,,,"Warangal, Andhra Pradesh, India",03-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1125,11141,94505642,GEM/2025/B/6825818,,,,,,,"Kamrup, Assam, India",03-12-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
1126,11143,94506169,GEM/2025/B/6874702,,,,,,,"Sundergarh, Orissa, India",01-12-2025,ref to doc,30,,,,,,,N/A,,0,,,,,
1127,11144,94506173,GEM/2025/B/6780447,,,,,,,"Manesar, Haryana, India",04-12-2025,ref to doc,27,,,,,,,N/A,,0,,,,,
1128,11147,94506358,GEM/2025/B/6880571,,,,,,,"Mumbai, Maharashtra, India",04-12-2025,ref to doc,16,,,,,,,N/A,,0,,,,,
1129,11150,94506509,GEM/2025/B/6793999,,,,,,,"Trivandrum, Kerala, India",03-12-2025,ref to doc,5,,,,,,,N/A,,0,,,,,
1130,11152,94506712,GEM/2025/B/6865279,,,,,,,"Lucknow, Uttar Pradesh, India",03-12-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
1131,11157,94509072,2025_NAVY_739457_1,,,,,,,"Uttara Kannada, Karnataka, India",11-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1132,11158,94506199,GEM/2025/B/6874312,,,,,,,"Thrissur, Kerala, India",27-11-2025,ref to doc,12,,,,,,,N/A,,0,,,,,
1133,11160,94506492,GEM/2025/B/6737661,,,,,,,"Kanpur, Uttar Pradesh, India",03-12-2025,ref to doc,30,,,,,,,N/A,,0,,,,,
1134,11162,94468672,2025_AIIMS_885108_1,,,,,,,"Jodhpur, Rajasthan, India",01-12-2025,20-11-2025,,,,,,,,N/A,,0,,,,,
1135,11164,94491617,DME/2025-26/IND1837,,,,,,,"Bangalore, Karnataka, India",10-12-2025,,,,,,,,,N/A,,0,,,,,
1136,11165,94493423,,,,,,,,"Nadia, West Bengal, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1137,11166,94494289,GEM/2025/B/6878527,,,,,,,"Mumbai, Maharashtra, India",03-12-2025,ref to doc,18,,,,,,,N/A,,0,,,,,
1138,11170,94506340,GEM/2025/B/6880513,,,,,,,"Kanpur, Uttar Pradesh, India",04-12-2025,ref to doc,4412,,,,,,,N/A,,0,,,,,
1139,11171,94506349,GEM/2025/B/6880533,,,,,,,"Mumbai, Maharashtra, India",04-12-2025,ref to doc,14,,,,,,,N/A,,0,,,,,
1140,11173,94506651,GEM/2025/B/6845543,,,,,,,"Srinagar, Jammu And Kashmir, India",03-12-2025,ref to doc,5331,,,,,,,N/A,,0,,,,,
1141,11174,94508796,,,,,,,,"Ranchi, Jharkhand, India",15-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1142,11175,94508797,,,,,,,,"Ranchi, Jharkhand, India",29-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1143,11176,94508913,2025_AIMSD_885133_1,,,,,,,"New Delhi, Delhi, India",12-12-2025,,,,,,,,,N/A,,0,,,,,
1144,11180,94509836,GEM/2025/B/6881779,,,,,,,"Mumbai, Maharashtra, India",04-12-2025,ref to doc,388,,,,,,,N/A,,0,,,,,
1145,11183,94510039,GEM/2025/B/6881271,,,,,,,"Mumbai, Maharashtra, India",03-12-2025,ref to doc,826,,,,,,,N/A,,0,,,,,
1146,11185,94510048,GEM/2025/B/6881337,,,,,,,"Mumbai, Maharashtra, India",04-12-2025,ref to doc,16,,,,,,,N/A,,0,,,,,
1147,11189,94510506,2025_DMER5_120288_1,,,,,,,"Kangra, Himachal Pradesh, India",06-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1148,11190,94510539,2025_DMER5_120317_1,,,,,,,"Kangra, Himachal Pradesh, India",01-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1149,11192,94510583,,,,,,,,"Kollam, Kerala, India",04-12-2025,,,,,,,,,N/A,,0,,,,,
1150,11194,94510845,GEM/2025/B/6880597,,,,,,,"Mumbai, Maharashtra, India",04-12-2025,ref to doc,542,,,,,,,N/A,,0,,,,,
1151,11196,94510927,GEM/2025/B/6881905,,,,,,,"Budgam, Jammu And Kashmir, India",03-12-2025,ref to doc,12302,,,,,,,N/A,,0,,,,,
1152,11199,94510991,GEM/2025/B/6688176,,,,,,,"Pune, Maharashtra, India",03-12-2025,ref to doc,91,,,,,,,N/A,,0,,,,,
1153,11200,94510992,GEM/2025/B/6825994,,,,,,,"New Delhi, Delhi, India",03-12-2025,ref to doc,3990,,,,,,,N/A,,0,,,,,
1154,11206,94510073,GEM/2025/B/6875965,,,,,,,"Chittorgarh, Rajasthan, India",02-12-2025,ref to doc,78,,,,,,,N/A,,0,,,,,
1155,11207,94477722,,,,,,,,"Multi Location, Multi State, India",30-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1156,11208,94506877,,,,,,,,"Palanpur, Gujarat, India",30-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1157,11209,94510805,GEM/2025/B/6878529,,,,,,,"New Delhi, Delhi, India",03-12-2025,ref to doc,76,,,,,,,N/A,,0,,,,,
1158,11210,94510847,GEM/2025/B/6880598,,,,,,,"New Delhi, Delhi, India",03-12-2025,ref to doc,684,,,,,,,N/A,,0,,,,,
1159,11214,94513258,2025_DRDO_739471_1,,,,,,,"Hyderabad, Telangana, India",03-12-2025,19-11-2025,,,,,,,,N/A,,0,,,,,
1160,11215,94513277,2025_ARMY_739364_1,,,,,,,"Pune, Maharashtra, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1161,11216,94513278,2025_ARMY_739368_1,,,,,,,"Pune, Maharashtra, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1162,11219,94514649,2025_UTDNH_7789_1,,,,,,,"Silvassa, Dadra And Nagar Haveli, India",03-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1163,11220,94514991,2025_DMER5_120343_1,,,,,,,"Kangra, Himachal Pradesh, India",01-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1164,11222,94515600,2538,,,,,,,"Ludhiana, Punjab, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1165,11234,94517327,,,,,,,,"New Delhi, Delhi, India",12-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1166,11235,94517340,,,,,,,,"Multi Location, Multi State, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1167,11239,94517387,,,,,,,,"New Delhi, Delhi, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1168,11243,94526214,82255065D,,,,,,,"Bhopal, Madhya Pradesh, India",15-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1169,11244,94526294,22255789,,,,,,,"Kanchrapara, West Bengal, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1170,11247,94526448,08256490,,,,,,,"Bilaspur , Chhattisgarh, India",28-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1171,11252,94526772,97251260A,,,,,,,"Moradabad, Uttar Pradesh, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1172,11253,94526784,80251294D,,,,,,,"Multi Location, Multi State, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1173,11254,94526789,29252130,,,,,,,"Chandrapur, Maharashtra, India",15-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1174,11255,94526820,CH255381,,,,,,,"Hubli, Karnataka, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1175,11256,94526850,22255623,,,,,,,"Liluah, West Bengal, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1176,11258,94526986,62252815B,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1177,11259,94526998,52255752,,,,,,,"Ajmer, Rajasthan, India",11-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1178,11260,94527087,52255753,,,,,,,"Ajmer, Rajasthan, India",11-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1179,11261,94527156,62252624A,,,,,,,"Mumbai, Maharashtra, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1180,11262,94527174,52255755,,,,,,,"Ajmer, Rajasthan, India",01-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1181,11263,94527238,71256549,,,,,,,"Dahod, Gujarat, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1182,11264,94527297,52255751,,,,,,,"Ajmer, Rajasthan, India",11-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1183,11267,94532374,2025_HFW_946600_1,,,,,,,"Kolkata, West Bengal, India",17-12-2025,18-11-2025,,,,,,,,N/A,,0,,,,,
1184,11268,94532375,2025_HFW_946616_1,,,,,,,"Kolkata, West Bengal, India",05-12-2025,18-11-2025,,,,,,,,N/A,,0,,,,,
1185,11270,94532742,93251245C,,,,,,,"New Delhi, Delhi, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1186,11272,94532887,52255757,,,,,,,"Ajmer, Rajasthan, India",15-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1187,11273,94532964,52255760,,,,,,,"Ajmer, Rajasthan, India",15-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1188,11279,94535316,GEM/2025/B/6883364,,,,,,,"New Delhi, Delhi, India",03-12-2025,ref to doc,4,,,,,,,N/A,,0,,,,,
1189,11283,94535610,GEM/2025/B/6861750,,,,,,,"Panchkula, Haryana, India",26-11-2025,ref to doc,11217,,,,,,,N/A,,0,,,,,
1190,11284,94535680,GEM/2025/B/6847600,,,,,,,"Jaisalmer, Rajasthan, India",01-12-2025,ref to doc,116015,,,,,,,N/A,,0,,,,,
1191,11285,94535684,GEM/2025/B/6873264,,,,,,,"Gandhinagar, Gujarat, India",01-12-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
1192,11289,94535769,GEM/2025/B/6876684,,,,,,,"Trivandrum, Kerala, India",03-12-2025,ref to doc,1200,,,,,,,N/A,,0,,,,,
1193,11297,94526718,02256864,,,,,,,"Madurai, Tamil Nadu, India",28-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1194,11298,94527215,62252199A,,,,,,,"Mumbai, Maharashtra, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1195,11302,94517367,,,,,,,,"New Delhi, Delhi, India",10-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1196,11304,94522043,,,,,,,,"Multi Location, Multi State, India",04-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1197,11306,94530587,SGITO/2025-26/IND0044,,,,,,,"Bangalore, Karnataka, India",28-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1198,11307,94535232,GEM/2025/B/6871796,,,,,,,"Lucknow, Uttar Pradesh, India",04-12-2025,ref to doc,59673,,,,,,,N/A,,0,,,,,
1199,11314,94546004,GEM/2025/B/6856041,,,,,,,"Rourkela, Orissa, India",03-12-2025,ref to doc,700,,,,,,,N/A,,0,,,,,
1200,11315,94546057,GEM/2025/B/6882201,,,,,,,"Rourkela, Orissa, India",04-12-2025,ref to doc,478,,,,,,,N/A,,0,,,,,
1201,11316,94546066,GEM/2025/B/6850191,,,,,,,"Sundergarh, Orissa, India",03-12-2025,ref to doc,100000,,,,,,,N/A,,0,,,,,
1202,11320,94546121,GEM/2025/B/6883953,,,,,,,"Almora, Uttarakhand, India",03-12-2025,ref to doc,400,,,,,,,N/A,,0,,,,,
1203,11321,94546801,,,,,,,,"Kalyani, West Bengal, India",02-12-2025,,,,,,,,,N/A,,0,,,,,
1204,11325,94547107,GEM/2025/B/6863219,,,,,,,"Kargil, Jammu And Kashmir, India",27-11-2025,,1,,,,,,,N/A,,0,,,,,
1205,11327,94547464,GEM/2025/B/6825819,,,,,,,"New Delhi, Delhi, India",04-12-2025,ref to doc,75000,,,,,,,N/A,,0,,,,,
1206,11333,94547637,GEM/2025/B/6825742,,,,,,,"New Delhi, Delhi, India",04-12-2025,ref to doc,100000,,,,,,,N/A,,0,,,,,
1207,11341,94549181,KMF/2025-26/SE4205,,,,,,,"Not Classified, Karnataka, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1208,11345,94551965,,,,,,,,"Ludhiana, Punjab, India",29-11-2025,,,,,,,,,N/A,,0,,,,,
1209,11348,94530619,DME/2025-26/IND1826,,,,,,,"Bangalore, Karnataka, India",10-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1210,11349,94535602,GEM/2025/B/6881361,,,,,,,"West Garo Hills, Meghalaya, India",03-12-2025,ref to doc,22561,,,,,,,N/A,,0,,,,,
1211,11350,94535729,GEM/2025/B/6873840,,,,,,,"Alappuzha, Kerala, India",27-11-2025,ref to doc,775,,,,,,,N/A,,0,,,,,
1212,11351,94545824,2025_HLTH_106522_1,,,,,,,"Ranchi, Jharkhand, India",26-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1213,11354,94525741,IISc-Med-2025-26/G-5,,,,,,,"Bangalore, Karnataka, India",03-12-2025,,,,,,,,,N/A,,0,,,,,
1214,11356,94552118,GEM/2025/B/6872437,,,,,,,"Panchkula, Haryana, India",04-12-2025,,1600,,,,,,,N/A,,0,,,,,
1215,11358,94552238,GEM/2025/B/6885066,,,,,,,"Dantewada, Chhattisgarh, India",01-12-2025,,96,,,,,,,N/A,,0,,,,,
1216,11359,94552298,GEM/2025/B/6885708,,,,,,,"Uttara Kannada, Karnataka, India",04-12-2025,,918,,,,,,,N/A,,0,,,,,
1217,11361,94552374,GEM/2025/B/6885769,,,,,,,"Ambala, Haryana, India",04-12-2025,,1016,,,,,,,N/A,,0,,,,,
1218,11365,94552545,GEM/2025/B/6885926,,,,,,,"Hyderabad, Telangana, India",27-11-2025,,5218,,,,,,,N/A,,0,,,,,
1219,11366,94552614,GEM/2025/B/6882634,,,,,,,"Mandi, Himachal Pradesh, India",04-12-2025,,1,,,,,,,N/A,,0,,,,,
1220,11367,94552684,GEM/2025/B/6886230,,,,,,,"Kheda, Gujarat, India",27-11-2025,,104,,,,,,,N/A,,0,,,,,
1221,11373,94553639,GEM/2025/B/6839680,,,,,,,"Lucknow, Uttar Pradesh, India",04-12-2025,21-11-2025,1,,,,,,,N/A,,0,,,,,
1222,11378,94553781,GEM/2025/B/6854720,,,,,,,"Ahmedabad, Gujarat, India",04-12-2025,,11,,,,,,,N/A,,0,,,,,
1223,11379,94553887,GEM/2025/B/6873213,,,,,,,"Lucknow, Uttar Pradesh, India",02-12-2025,,71123,,,,,,,N/A,,0,,,,,
1224,11381,94554126,GEM/2025/B/6830963,,,,,,,"Kamrup, Assam, India",27-11-2025,,217,,,,,,,N/A,,0,,,,,
1225,11382,94554133,GEM/2025/B/6782906,,,,,,,"Pune, Maharashtra, India",28-11-2025,,1,,,,,,,N/A,,0,,,,,
1226,11383,94554143,GEM/2025/B/6854377,,,,,,,"Indore, Madhya Pradesh, India",15-12-2025,,100,,,,,,,N/A,,0,,,,,
1227,11386,94554210,GEM/2025/B/6886015,,,,,,,"Silvassa, Dadra And Nagar Haveli, India",05-12-2025,,1220,,,,,,,N/A,,0,,,,,
1228,11394,94555749,,,,,,,,"Chikkaballapur, Karnataka, India",26-11-2025,,,,,,,,,N/A,,0,,,,,
1229,11395,94552497,GEM/2025/B/6885218,,,,,,,"Panipat, Haryana, India",27-11-2025,,249,,,,,,,N/A,,0,,,,,
1230,11396,94553913,GEM/2025/B/6842799,,,,,,,"Noida, Uttar Pradesh, India",03-12-2025,19-11-2025,12,,,,,,,N/A,,0,,,,,
1231,11403,94557446,2025_IMSRP_885427_1,,,,,,,"Raipur, Chhattisgarh, India",03-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1232,11405,94557697,GEM/2025/B/6810519,,,,,,,"Kolkata, West Bengal, India",04-12-2025,20-11-2025,9,,,,,,,N/A,,0,,,,,
1233,11406,94558037,2025_HED_462621_1,,,,,,,"Hoshangabad, Madhya Pradesh, India",04-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1234,11409,94558956,66255421,,,,,,,"Kalyan, Maharashtra, India",13-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1235,11410,94559184,11256444,,,,,,,"Bilaspur , Chhattisgarh, India",02-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1236,11411,94559188,22255754,,,,,,,Multi Location,27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1237,11412,94559231,29252132,,,,,,,"Mumbai, Maharashtra, India",29-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1238,11415,94559384,66255420,,,,,,,"Chandrapur, Maharashtra, India",13-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1239,11416,94559438,22255397,,,,,,,"Liluah, West Bengal, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1240,11417,94559558,22255748,,,,,,,"Liluah, West Bengal, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1241,11418,94559597,22255357A,,,,,,,"Sealdah, West Bengal, India",27-11-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1242,11419,94559627,29254002,,,,,,,"Chandrapur, Maharashtra, India",23-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1243,11420,94559803,GEM/2025/B/6888181,,,,,,,"New Delhi, Delhi, India",04-12-2025,,13230,,,,,,,N/A,,0,,,,,
1244,11433,94563982,AIIMS/R/HS/Micro/Vitek/25/116/PAC.RC,,,,,,,"Raipur, Chhattisgarh, India",03-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1245,11445,94583944,,,,,,,,"Mandi, Himachal Pradesh, India",04-12-2025,,,,,,,,,N/A,,0,,,,,
1246,11446,94585759,,,,,,,,"Diu, Daman And Diu, India",03-12-2025,,,,,,,,,N/A,,0,,,,,
1247,11447,94585783,GEM/2025/B/6889185,,,,,,,"Gautam Budhnagar, Uttar Pradesh, India",28-11-2025,,1,,,,,,,N/A,,0,,,,,
1248,11452,94586287,GEM/2025/B/6887274,,,,,,,"Khordha, Orissa, India",04-12-2025,,225770,,,,,,,N/A,,0,,,,,
1249,11453,94586328,GEM/2025/B/6782493,,,,,,,"Pune, Maharashtra, India",03-12-2025,,660,,,,,,,N/A,,0,,,,,
1250,11454,94586366,GEM/2025/B/6877570,,,,,,,"Indore, Madhya Pradesh, India",04-12-2025,,8,,,,,,,N/A,,0,,,,,
1251,11456,94586383,GEM/2025/B/6880506,,,,,,,"Ganderbal, Jammu And Kashmir, India",04-12-2025,,395886,,,,,,,N/A,,0,,,,,
1252,11457,94586415,GEM/2025/B/6877950,,,,,,,"Kamrup, Assam, India",04-12-2025,,57,,,,,,,N/A,,0,,,,,
1253,11459,94586423,GEM/2025/B/6811538,,,,,,,"Visakhapatnam, Andhra Pradesh, India",05-12-2025,,14,,,,,,,N/A,,0,,,,,
1254,11465,94587107,GEM/2025/B/6878284,,,,,,,"Angul, Orissa, India",04-12-2025,,15,,,,,,,N/A,,0,,,,,
1255,11481,94588103,53255512,,,,,,,"Secunderabad, Andhra Pradesh, India",17-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1256,11484,94588307,53255510,,,,,,,"Hyderabad, Andhra Pradesh, India",15-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1257,11491,94559858,GEM/2025/B/6887721,,,,,,,"Gurgaon, Haryana, India",27-11-2025,,1,,,,,,,N/A,,0,,,,,
1258,11495,94586117,GEM/2025/B/6871313,,,,,,,"Chandigarh Ut, Chandigarh, India",26-11-2025,,2,,,,,,,N/A,,0,,,,,
1259,11497,94586882,GEM/2025/B/6887450,,,,,,,"Hyderabad, Telangana, India",01-12-2025,,134,,,,,,,N/A,,0,,,,,
1260,11505,94557851,2025_IMSR_885429_1,,,,,,,"Rishikesh, Uttarakhand, India",05-12-2025,20-11-2025,,,,,,,,N/A,,0,,,,,
1261,11507,94563988,24 /Trauma Surgery/Skullclamp/ 854/2025-RISH (ADMN),,,,,,,"Rishikesh, Uttarakhand, India",05-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1262,11509,94565337,WBMSCL/NIT-908/2025 Date-11.11.2025,,,,,,,"Kolkata, West Bengal, India",08-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1263,11512,94569277,,,,,,,,"Multi Location, Multi State, India",15-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
1264,11513,94569278,,,,,,,,"Multi Location, Multi State, India",15-12-2025,ref to doc,,,,,,,,N/A,,0,,,,,
